RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,Lat,Lon,LiveC_Binary_Measurements,DeadC_Binary_Measurements,TreeAge_Binary_Measurements,Photosynthesis_Binary_Measurements,Sapflow_Binary_Measurements,NPP_Binary_Measurements,GPP_Binary_Measurements,NEP_Binary_Measurements,Ra_Binary_Measurements,NSC_Binary_Measurements,FoliarN_Binary_Measurements,WoodN_Binary_Measurements,PyCChar_Binary_Measurements,Emissions_Binary_Measurements,Regeneration_Binary_Measurements,BAI_treecores_Binary_Measurements,Isotopes_Binary_Measurements,MRT_Binary_Measurements,LiveC_units_StockData,PyC_units_StockData,DeadC_units_StockData,LitterC_units_StockData,TEC_units_StockData,ANPP_units_FluxData,GPP_units_FluxData,Ra_units_FluxData,NPP_units_FluxData,NEP_units_FluxData,Reco_units_FluxData,Photosynthesis_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionNote_StockData,LiveWoodC_StockData,FoliageC_StockData,TotalLive_StockData,PyC_StockData,CWDC_StockData,FWDC_StockData,LitterC_StockData,TotalDead_StockData,TotalAboveground_StockData,TEC_StockData,ANPP_FluxData,GPP_FluxData,Ra_FluxData,NPP_FluxData,NEP_FluxData,Reco_FluxData,Photosynthesis_num_FluxData,LiveC_Emissions,DeadC_Emissions,ForestFloor_Emissions,LeafLitter_Emissions,TotalAbovegroundC_Emissions,Vcmax_text_Burned1_FluxData,Photosynthesis_text_Burned1_FluxData,BAI_text_Burned1_FluxData,UniqueID,LiveWoodC_StockData_MgC_ha,FoliageC_StockData_MgC_ha,TotalLive_StockData_MgC_ha,TotalAboveground_StockData_MgC_ha,PyC_StockData_MgC_ha,CWDC_StockData_MgC_ha,FWDC_StockData_MgC_ha,TotalDead_StockData_MgC_ha,LitterC_StockData_MgC_ha,TEC_StockData_MgC_ha,LiveWoodC_StockData_percent,FoliageC_StockData_percent,TotalLive_StockData_percent,TotalAboveground_StockData_percent,LitterC_StockData_percent,Biome,Biome_simple,ANPP_FluxData_g_m2,ANPP_FluxData_g_m2_unit,GPP_FluxData_g_m2,GPP_FluxData_g_m2_unit,NPP_FluxData_g_m2,NPP_FluxData_g_m2_unit,NEP_FluxData_g_m2,NEP_FluxData_g_m2_unit,Reco_FluxData_g_m2,Reco_FluxData_g_m2_unit,Photosynthesis_FluxData_g_m2,Photosynthesis_FluxData_g_m2_unit
1140,1,1,Control,Unburned,0.2,Low,"Potts, D. L.; Suding, K. N.; Winston, G. C.; Rocha, A. V.; Goulden, M. L.",Ecological effects of experimental drought and prescribed fire in a southern California coastal grassland,10.1016/j.jaridenv.2012.01.007,RxFire,Nassella pulchra,SAVA,USA,33.733333,-117.7,0,0,na,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,g_per_m2,umolCO2_per_m2_per_sec,NA,NA,umolCO2_per_m2_per_sec,umolCO2_per_m2_per_sec,NA,NA,Unburned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,4.3,NA,NA,3.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,5.16E-05,sec,NA,NA,4.56E-05,sec,9.61E-06,sec,NA,NA
1140,1,2,Burn,Burned,0.2,Low,"Potts, D. L.; Suding, K. N.; Winston, G. C.; Rocha, A. V.; Goulden, M. L.",Ecological effects of experimental drought and prescribed fire in a southern California coastal grassland,10.1016/j.jaridenv.2012.01.007,RxFire,Nassella pulchra,SAVA,USA,33.733333,-117.7,0,0,na,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,g_per_m2,umolCO2_per_m2_per_sec,NA,NA,umolCO2_per_m2_per_sec,umolCO2_per_m2_per_sec,NA,NA,Burned,ambient moisture conditions. There was also a rainfall exclusion and a watering treatment. Left those out.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,3.9,NA,NA,3.6,0.6,NA,NA,NA,NA,NA,NA,NA,increased,NA,1140_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,4.68E-05,sec,NA,NA,4.32E-05,sec,7.21E-06,sec,NA,NA
1141,1,1,Control,NA,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Quercus hypoleucoides,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec
1141,1,2,Control,NA,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Quercus arizonica,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec
1141,1,3,Control,NA,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Pinus leiophylla,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec
1141,1,4,Control,NA,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Pinus engelmannii,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec
1141,1,5,Burn,Burned,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Quercus hypoleucoides,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,Burned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1141_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21E-05,sec
1141,1,6,Burn,Burned,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Quercus arizonica,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,Burned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,1141_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88E-05,sec
1141,1,7,Burn,Burned,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Pinus leiophylla,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,Burned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1141_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00010809,sec
1141,1,8,Burn,Burned,5,High,"Poulos, Helen M.; Barton, Andrew M.; Berlyn, Graeme P.; Schwilk, Dylan W.; Faires, Charles E.; McCurdy, Wyatt C.",Differences in leaf physiology among juvenile pines and oaks following high-severity wildfire in an Arizona Sky Island Mountain range,10.1016/j.foreco.2019.117704,Wildfire,Pinus engelmannii,TEMF,USA,31.866667,-109.25,0,0,na,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,Burned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,1141_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09E-05,sec
1148,1,1,Control,Control_ref,1,High,"Prober, Suzanne M.; Lunt, Ian D.; Thiele, Kevin R.",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF07077,RxFire,savanna,SAVA,Australia,-34.2,148.4,1,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148_1,NA,NA,NA,2.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,1,2,Burn,HighFrequency,1,High,"Prober, Suzanne M.; Lunt, Ian D.; Thiele, Kevin R.",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF07077,RxFire,savanna,SAVA,Australia,-34.2,148.4,1,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighFrequency,burned every 2 years,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148_2,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,1,3,Burn,ModFrequency,1,High,"Prober, Suzanne M.; Lunt, Ian D.; Thiele, Kevin R.",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF07077,RxFire,savanna,SAVA,Australia,-34.2,148.4,1,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModFrequency,Burned every 4 years,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148_3,NA,NA,NA,1.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,1,4,Burn,LowFrequency,1,High,"Prober, Suzanne M.; Lunt, Ian D.; Thiele, Kevin R.",CSIRO PUBLISHING | International Journal of Wildland Fire,10.1071/WF07077,RxFire,savanna,SAVA,Australia,-34.2,148.4,1,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowFrequency,Burned every 8 years,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148_4,NA,NA,NA,1.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,1,1,Control,Control_ref,8,High,"Quintero-Gradilla, Shatya D.; Cuevas-Guzman, Ramon; Garcia-Oliva, Felipe; Jardel-Pelaez, Enrique J.; Martinez-Yrizar, Angelina",View of Post-fire recovery of ecosystem carbon pools in a tropical mixed pine-hardwood forest (inia.es),10.5424/fs/2020291-14984,Wildfire,pine-oak,TROP,Mexico,19.5,-104.25,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,NA,347.5,NA,NA,NA,25.9,NA,12.3,NA,428.3,432.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155_1,347.5,NA,NA,428.3,NA,25.9,NA,NA,12.3,432.8,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,2,2,Control,Control_ref,28,High,"Quintero-Gradilla, Shatya D.; Cuevas-Guzman, Ramon; Garcia-Oliva, Felipe; Jardel-Pelaez, Enrique J.; Martinez-Yrizar, Angelina",View of Post-fire recovery of ecosystem carbon pools in a tropical mixed pine-hardwood forest (inia.es),10.5424/fs/2020291-14984,Wildfire,pine-oak,TROP,Mexico,19.5,-104.25,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,NA,347.5,NA,NA,NA,25.9,NA,12.3,NA,428.3,432.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155_2,347.5,NA,NA,428.3,NA,25.9,NA,NA,12.3,432.8,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,1,3,Burn,Burned,8,High,"Quintero-Gradilla, Shatya D.; Cuevas-Guzman, Ramon; Garcia-Oliva, Felipe; Jardel-Pelaez, Enrique J.; Martinez-Yrizar, Angelina",View of Post-fire recovery of ecosystem carbon pools in a tropical mixed pine-hardwood forest (inia.es),10.5424/fs/2020291-14984,Wildfire,pine-oak,TROP,Mexico,19.5,-104.25,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,Burned,NA,53.7,NA,NA,NA,83.1,NA,4.2,NA,149,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155_3,53.7,NA,NA,149,NA,83.1,NA,NA,4.2,152,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1155,2,4,Burn,Burned,28,High,"Quintero-Gradilla, Shatya D.; Cuevas-Guzman, Ramon; Garcia-Oliva, Felipe; Jardel-Pelaez, Enrique J.; Martinez-Yrizar, Angelina",View of Post-fire recovery of ecosystem carbon pools in a tropical mixed pine-hardwood forest (inia.es),10.5424/fs/2020291-14984,Wildfire,pine-oak,TROP,Mexico,19.5,-104.25,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,MgC_per_hectare,MgC_per_hectare,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,Burned,NA,296.2,NA,NA,NA,21.3,NA,18.3,NA,376.5,380.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155_4,296.2,NA,NA,376.5,NA,21.3,NA,NA,18.3,380.4,NA,NA,NA,NA,NA,Tropical & Subtropical Coniferous Forests,TropicalForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,1,1,Control,Control_ref,0,Mixed,"Rastogi, Bharat; Schmidt, Andres; Berkelhammer, Max; Noone, David; Meinzer, Frederick C.; Kim, John; Still, Christopher J.",Enhanced Photosynthesis and Transpiration in an Old Growth Forest Due To Wildfire Smoke - Rastogi - 2022 - Geophysical Research Letters - Wiley Online Library,10.1029/2022GL097959,Wildfire,DouglasFir,TEMF,USA,44.23397919,-122.1814118,0,0,Old,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,nonsmoky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167,1,2,Burn,Burned,0,Mixed,"Rastogi, Bharat; Schmidt, Andres; Berkelhammer, Max; Noone, David; Meinzer, Frederick C.; Kim, John; Still, Christopher J.",Enhanced Photosynthesis and Transpiration in an Old Growth Forest Due To Wildfire Smoke - Rastogi - 2022 - Geophysical Research Letters - Wiley Online Library,10.1029/2022GL097959,Wildfire,DouglasFir,TEMF,USA,44.23397919,-122.1814118,0,0,Old,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,smoky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,higher,NA,1167_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,1,1,Control,Unburned,6,Low,"Reich, PB; Peterson, DW; Wedin, DA; Wrage, K",ecol_82_608.1703_1719.tp (umn.edu),NA,RxFire,oak-savanna,SAVA,USA,45.5,-93.2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Mg_per_hectare,NA,NA,NA,NA,Mg_per_hectare_per_yr,NA,NA,Mg_per_hectare_per_yr,NA,NA,NA,NA,Unburned,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,8,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179_1,NA,NA,NA,57.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,384,yr,NA,NA,864,yr,NA,NA,NA,NA,NA,NA
1179,1,2,Burn,LowFrequency,6,Low,"Reich, PB; Peterson, DW; Wedin, DA; Wrage, K",ecol_82_608.1703_1719.tp (umn.edu),NA,RxFire,oak-savanna,SAVA,USA,45.5,-93.2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Mg_per_hectare,NA,NA,NA,NA,Mg_per_hectare_per_yr,NA,NA,Mg_per_hectare_per_yr,NA,NA,NA,NA,LowFrequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179_2,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,240,yr,NA,NA,480,yr,NA,NA,NA,NA,NA,NA
1179,1,3,Burn,ModFrequency,6,Low,"Reich, PB; Peterson, DW; Wedin, DA; Wrage, K",ecol_82_608.1703_1719.tp (umn.edu),NA,RxFire,oak-savanna,SAVA,USA,45.5,-93.2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Mg_per_hectare,NA,NA,NA,NA,Mg_per_hectare_per_yr,NA,NA,Mg_per_hectare_per_yr,NA,NA,NA,NA,ModFrequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179_3,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,192,yr,NA,NA,336,yr,NA,NA,NA,NA,NA,NA
1179,1,4,Burn,HighFrequency,6,Low,"Reich, PB; Peterson, DW; Wedin, DA; Wrage, K",ecol_82_608.1703_1719.tp (umn.edu),NA,RxFire,oak-savanna,SAVA,USA,45.5,-93.2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Mg_per_hectare,NA,NA,NA,NA,Mg_per_hectare_per_yr,NA,NA,Mg_per_hectare_per_yr,NA,NA,NA,NA,HighFrequency,burned annuall,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179_4,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,144,yr,NA,NA,288,yr,NA,NA,NA,NA,NA,NA
1188,1,1,Control,Unburned,2,Mixed,"Ribeiro-Kumara, Caius; Santin, Cristina; Doerr, Stefan H.; Pumpanen, Jukka; Baxter, Greg; Koster, Kajar",Short- to medium-term effects of crown and surface fires on soil respiration in a Canadian boreal forest (cdnsciencepub.com),10.1139/cjfr-2021-0354,Experimental Burn,JackPine,BORF,Canada,61.58,-117.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kg_per_m2,NA,kg_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,NA,2.5,NA,NA,NA,0.2,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188_1,12,NA,NA,17.76,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,2,2,Control,Unburned,2,Mixed,"Ribeiro-Kumara, Caius; Santin, Cristina; Doerr, Stefan H.; Pumpanen, Jukka; Baxter, Greg; Koster, Kajar",Short- to medium-term effects of crown and surface fires on soil respiration in a Canadian boreal forest (cdnsciencepub.com),10.1139/cjfr-2021-0354,Experimental Burn,BlackSpruce,BORF,Canada,61.58,-117.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kg_per_m2,NA,kg_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,NA,0.5,NA,NA,NA,0.4,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188_2,2.4,NA,NA,16.8,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1188,1,3,Burn,LowSeverity,2,Mixed,"Ribeiro-Kumara, Caius; Santin, Cristina; Doerr, Stefan H.; Pumpanen, Jukka; Baxter, Greg; Koster, Kajar",Short- to medium-term effects of crown and surface fires on soil respiration in a Canadian boreal forest (cdnsciencepub.com),10.1139/cjfr-2021-0354,Experimental Burn,JackPine,BORF,Canada,61.58,-117.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kg_per_m2,NA,kg_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LowSeverity,NA,0,NA,NA,NA,1.666666667,NA,NA,NA,2.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188_3,0,NA,NA,13.6,NA,8.000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boreal Forests/Taiga,AlpineBorealForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
